,Partido,Localidad,,,CABLEMODEM,DIALUP,,,WIRELESS,TELEFONIAFIJA,,,link,Latitud,
SANTIAGO DEL ESTERO,Moreno,,153,--,--,,--,SI,--,,--,--,86119060,,"-63,0708903756963"
,Moreno,Lilo Viejo,,,--,--,,,--,--,,,86119070,"-26,9404566764547",
,Moreno,Pueblo Pablo Torelo (Est. Otumpa),439,,--,--,SI,,--,--,,--,86119090,"-27,3305544890762",
SANTIAGO DEL ESTERO,,,15052,SI,,,--,SI,,SI,SI,SI,,,"-62,3568862967013"
SANTIAGO DEL ESTERO,,Roversi,185,--,,--,--,SI,,,--,--,86119110,,"-61,9454442933124"
SANTIAGO DEL ESTERO,,,3537,--,,--,SI,SI,,SI,,SI,86119120,"-27,0259291304013",
SANTIAGO DEL ESTERO,Moreno,,1842,--,--,,--,--,SI,--,--,,86119130,"-27,309625039991","-62,5400580550113"
,Ojo de Agua,El 49,131,,--,--,--,,--,,--,SI,86126010,,"-63,875828156503"
SANTIAGO DEL ESTERO,Ojo de Agua,Sol de Julio,,--,--,--,,SI,SI,,--,SI,,,"-63,3519718397153"
SANTIAGO DEL ESTERO,Ojo de Agua,,6776,--,--,,SI,--,SI,SI,--,,86126030,"-29,5212673985671","-63,5916997386265"
SANTIAGO DEL ESTERO,,,1620,--,,,--,--,,--,,SI,86133010,"-26,1227673476409",
SANTIAGO DEL ESTERO,,Las Delicias,639,--,,--,--,--,,,--,--,,,"-63,962722918298"
SANTIAGO DEL ESTERO,,,5145,--,--,,SI,SI,SI,,--,SI,86133030,,"-64,2165350542077"
,Pellegrini,Pozo Betbeder,460,,--,--,--,,--,--,--,,86133040,"-26,4370381868394","-64,3184351031334"
SANTIAGO DEL ESTERO,Pellegrini,Rapelli,,--,--,--,,--,--,SI,,SI,86133050,"-26,4226389838804",
SANTIAGO DEL ESTERO,Pellegrini,Santo Domingo,,--,--,--,,--,SI,,--,--,86133060,,"-63,7552458641711"
,Quebrachos,Ramírez de Velazco,,,--,--,,,--,--,--,SI,,,"-63,3724472525701"
SANTIAGO DEL ESTERO,Quebrachos,,5559,--,SI,,--,SI,SI,SI,,SI,86140020,"-29,38690",
SANTIAGO DEL ESTERO,,,53,--,,,--,--,,--,,,86140030,"-29,38518",
,Río Hondo,Chañar Pozo de Abajo,62,,--,--,--,,--,--,SI,SI,,"-27,6032640691893","-64,6291414240627"
SANTIAGO DEL ESTERO,Río Hondo,Chauchillas,,--,--,--,,SI,--,,--,--,,,"-64,5047691864018"
SANTIAGO DEL ESTERO,Río Hondo,,838,--,--,,--,SI,--,--,SI,,86147030,"-27,4706728097674","-64,8807611774259"
SANTIAGO DEL ESTERO,,El Charco,95,--,,--,--,SI,,--,,,86147040,"-27,22920",
,Río Hondo,Gramilla,,--,--,--,,SI,SI,--,--,--,,"-27,3384269183396","-64,5620856680986"
,Río Hondo,La Nueva Donosa,372,,--,--,--,,--,,SI,SI,,,"-64,8767418087564"
,Río Hondo,Los Miranda,,,--,--,,,--,--,,,86147070,"-27,5083733738626",
SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,,--,--,--,,--,--,--,--,,86147080,"-27,53560","-64,52750"
SANTIAGO DEL ESTERO,,,330,--,,,--,--,,,SI,SI,86147090,,"-64,855588327279"
SANTIAGO DEL ESTERO,Río Hondo,,689,--,--,,--,SI,--,--,--,--,,"-27,3436338395462","-64,7026752507441"
SANTIAGO DEL ESTERO,Río Hondo,Rodeo de Valdez,,--,--,--,,--,--,--,,,86147110,"-27,53560",
,Río Hondo,Sauzal,224,,--,--,,,--,--,,--,86147120,"-27,5280897695425",
SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,,SI,--,--,,SI,SI,,SI,SI,,,"-64,86360123"
,Río Hondo,Villa Giménez,,,--,--,,,--,--,--,--,,"-27,6113684478077","-64,4241383951333"
SANTIAGO DEL ESTERO,Río Hondo,,705,--,--,,--,--,--,--,,SI,86147150,"-27,634837302922",
SANTIAGO DEL ESTERO,,,47,--,,,--,--,,--,--,,86147160,"-27,49690","-64,86360"
SANTIAGO DEL ESTERO,,Vinará,647,--,,--,--,--,,--,--,SI,,"-27,4161954364863","-64,7457788845071"
SANTIAGO DEL ESTERO,Rivadavia,,403,--,SI,,--,SI,,,--,SI,,,"-61,9858847419354"
,Rivadavia,Palo Negro,241,,--,--,--,,SI,--,SI,,86154020,"-29,6498507669034","-62,0186380619386"
,Rivadavia,Selva,,,SI,--,,SI,SI,SI,,,86154030,"-29,7411965865744",
SANTIAGO DEL ESTERO,,,6352,SI,,,--,SI,,,SI,SI,86161010,,"-63,9976109802064"
SANTIAGO DEL ESTERO,,Colonia El Simbolar,4197,--,,--,--,SI,,,SI,SI,,,"-63,7954247865397"
,Robles,Fernández,,,--,--,,,SI,SI,,SI,86161030,"-27,92580",
SANTIAGO DEL ESTERO,Robles,Ingeniero Forres (Est. Chaguar Punco),,--,--,--,,SI,SI,SI,,,86161040,"-27,8988045313331","-63,9153240631198"
SANTIAGO DEL ESTERO,,,932,--,,,SI,SI,,,SI,SI,86161050,,"-64,0900764558405"
SANTIAGO DEL ESTERO,Salavina,,539,--,--,,SI,SI,SI,,--,--,,,"-63,574164"
SANTIAGO DEL ESTERO,,,2573,--,,,SI,SI,--,SI,,,86168020,"-28,9961060752517",
SANTIAGO DEL ESTERO,,Villa Salavina,829,--,,--,--,SI,,--,,SI,86168030,"-28,804238",
SANTIAGO DEL ESTERO,San Martín,Brea Pozo,,--,--,--,,,SI,SI,SI,SI,,"-28,2625484480748","-63,8794848442523"
,San Martín,Estación Robles,388,,--,--,--,,--,,--,--,86175020,,"-63,9232936486892"
SANTIAGO DEL ESTERO,,Santiago del Estero,252192,SI,,SI,SI,SI,,SI,,,86049110,"-27,8089009906807",
SANTIAGO DEL ESTERO,,,219,--,,,--,--,,--,SI,,86049120,"-27,85280","-64,23000"
SANTIAGO DEL ESTERO,Capital,,201,--,--,,--,--,SI,,--,--,86049130,,"-64,24440"
SANTIAGO DEL ESTERO,,,166,--,,,--,--,,,--,--,,,"-64,8622051979914"
SANTIAGO DEL ESTERO,Choya,Choya,,SI,--,--,,SI,--,SI,,SI,86063020,"-28,49424",
,Choya,Estación La Punta,,,--,--,,,--,SI,--,,86063030,"-28,4336985809233",
,Choya,Frías,26649,,SI,--,SI,,SI,SI,SI,SI,,"-28,6752274468134","-65,043543609352"
SANTIAGO DEL ESTERO,Choya,Laprida,,--,--,--,,,SI,,--,SI,86063050,,"-64,4541927821887"
SANTIAGO DEL ESTERO,,San Pedro,87,--,,--,--,--,,--,,,86063070,"-28,46011",
SANTIAGO DEL ESTERO,Choya,,691,--,,,SI,--,SI,--,,SI,86063080,"-28,40060",
,Choya,Villa La Punta,,,--,--,,,SI,,--,SI,86063090,,"-64,7158920819925"
,Copo,El Caburé,737,,--,--,--,,SI,--,--,SI,,"-26,0030698341396","-62,323388601784"
SANTIAGO DEL ESTERO,,,69,--,,,--,--,,--,,--,86056020,"-25,9734496033409",
SANTIAGO DEL ESTERO,Copo,,1729,--,--,,SI,SI,--,--,--,,86056030,"-26,1143281340404","-62,0443344069224"
,San Martín,Estación Taboada,,,--,--,,,SI,,SI,SI,,,"-63,6780500726067"
SANTIAGO DEL ESTERO,San Martín,Villa Nueva,,--,--,--,,--,--,--,--,--,,"-28,3300482316358","-63,9281703939706"
SANTIAGO DEL ESTERO,Sarmiento,Garza,,,--,--,,SI,--,SI,SI,,86182010,"-28,1640640623966","-63,4693456111254"
,Silípica,Árraga,1136,,--,--,SI,,SI,--,,,86189010,"-28,0781229945078",
SANTIAGO DEL ESTERO,Silípica,,1091,--,--,,--,SI,,--,SI,SI,,"-28,197257042159","-64,1289571495793"
SANTIAGO DEL ESTERO,,Simbol,613,--,,--,--,--,,,--,SI,,,"-64,1477934328695"
,Silípica,Sumamao,244,,--,--,--,,--,--,,--,86189040,"-28,1967575331195",
,Silípica,Villa Silípica,,,--,--,,,--,--,,,86189050,"-28,1355654399078",
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base Belgrano Ii,,--,--,--,,--,--,,--,--,,,"-34,6265601051448"
,ANTARTIDA ARGENTINA,Base Brown,,,--,--,,,--,--,--,--,,"-64,8953481540258","-62,8705378154324"
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,,0,--,--,,--,--,--,--,,,NULL,"-62,2383693073102",
TIERRA DEL FUEGO,,Base Esperanza,0,--,,--,--,--,,--,--,,NULL,"-63,3973928907224","-56,997322458775"
TIERRA DEL FUEGO,,Base Marambio,0,--,,--,--,--,,--,SI,SI,,"-64,2406140561753","-56,6250959571072"
TIERRA DEL FUEGO,,,0,--,,,--,--,,,--,--,,,"-60,0706791228407"
,ANTARTIDA ARGENTINA,Base Orcadas,0,,--,--,--,,--,--,--,,NULL,"-60,737817304161","-44,7376600159669"
,ANTARTIDA ARGENTINA,Base San Martin,,,--,--,,,--,--,,--,NULL,"-68,1300703213167",
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,,0,--,--,,--,--,--,,--,--,NULL,,"-59,9190536260268"
TIERRA DEL FUEGO,,Destacamento Decepcion,0,--,,--,--,--,,,--,--,,,"-60,6982227022535"
,ANTARTIDA ARGENTINA,Destacamento Melchior,0,,--,--,--,,--,--,,--,NULL,"-64,3256059503534",
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Destacamento Petrel,,--,--,--,,--,--,--,,,NULL,"-63,4779032552796",
SANTA FE,,,70549,SI,,,SI,SI,,,SI,SI,82049180,,"-59,6510730563582"
SANTA FE,General Obligado,,2579,SI,SI,,--,SI,SI,SI,--,SI,,"-28,3823470938865","-59,2645742897512"
SANTA FE,,,2586,SI,,,--,--,,SI,SI,,82049200,"-28,4202062467088",
SANTA FE,,Villa Ana,2696,--,,--,--,SI,,SI,,SI,82049210,"-28,4933207178133",
,General Obligado,Villa Guillermina,,,SI,--,,,SI,,SI,SI,,,"-59,4547598305134"
,General Obligado,Villa Ocampo,15037,,SI,--,SI,,--,,SI,SI,82049230,,"-59,3587641281681"
SANTA FE,,Barrio Cicarelli,28,--,,--,--,--,,--,,,82056010,"-32,6103776107001",
SANTA FE,,,1098,SI,--,,SI,--,SI,SI,--,,82056020,"-32,7399961772877","-61,2915869736645"
SANTA FE,,,29205,SI,,,SI,--,,,SI,SI,,,"-61,3899661468272"
SANTA FE,Iriondo,,1041,SI,SI,,--,SI,--,,--,SI,82056040,,"-61,0305147885477"
,La Capital,Arroyo Aguiar,751,,--,--,--,,SI,SI,,,82063020,"-31,4322203707863",
SANTA FE,La Capital,Arroyo Leyes,,--,SI,--,,--,SI,--,,SI,82063030,"-31,5577005393669",
,La Capital,Cabal,,,--,--,,,SI,,--,--,82063040,,"-60,7271526484511"
,La Capital,Campo Andino,313,,--,--,--,,--,SI,--,SI,,"-31,2410698890417","-60,531189241674"
SANTA FE,,,888,--,,,SI,--,,SI,,SI,82063060,"-31,3995244031815",
SANTA FE,,Emilia,691,SI,,--,SI,--,,SI,,,82063070,"-31,0610951750412",
,La Capital,Laguna Paiva,12334,,--,--,--,,SI,SI,SI,SI,,"-31,3092619266382","-60,6607816085928"
SANTA FE,La Capital,Llambi Campbell,,SI,--,--,,,SI,,SI,SI,82063090,,"-60,7484785939749"
SANTA FE,La Capital,,5726,SI,--,,--,SI,--,SI,SI,,82063100,"-31,5184864327594","-60,6780997937426"
SANTA FE,,Nelson,4206,SI,,--,SI,--,,SI,,SI,82063110,"-31,2670754515365",
SANTA FE,La Capital,Paraje Chaco Chico,,--,--,--,,--,--,--,SI,SI,,"-31,567299963712","-60,6617466185791"
,La Capital,Paraje La Costa,,,--,--,--,,--,,--,--,,,"-60,6115160069236"
,La Capital,Recreo,12774,,SI,--,--,,SI,SI,,,82063140,"-31,4935807560402",
,La Capital,RINCON NORTE,,,--,--,,,--,--,--,,82063070,"-31,5644326802115","-60,414954582383"
SANTA FE,,Rincón Potrero,589,--,,--,--,--,,,--,--,,,"-60,4756662346225"
SANTA FE,,,10176,SI,,,SI,SI,,SI,SI,SI,,"-31,6061471114691","-60,569631684875"
SANTA FE,La Capital,Santa Fe,,,SI,SI,,SI,SI,SI,,,82063170,"-31,645164805431",
,La Capital,Santo Tomé,65684,,SI,--,SI,,SI,SI,,SI,82063180,"-31,6648423299398",
,La Capital,Sauce Viejo,,,--,--,,,SI,SI,SI,SI,,"-31,7630683465248","-60,8898606108667"
SANTA FE,La Capital,Villa Adelina,,--,--,--,,--,--,,SI,SI,,,"-60,7883380397856"
SANTA FE,,,268,--,,,--,--,,--,--,,82063200,"-31,3738964582973","-60,664717579411"
SANTA FE,Las Colonias,,137,--,--,,--,--,SI,SI,,,82070010,"-31,3666330323604",
SANTA FE,Las Colonias,,97,--,--,,--,--,SI,,--,--,,,"-60,9314003415917"
SANTA FE,,Elisa,1490,--,,--,SI,--,,SI,--,SI,,"-30,6980797094538","-61,0487593646417"
,Las Colonias,Empalme San Carlos,,--,--,--,,--,SI,SI,,SI,82070040,"-31,5487780871674",
,Las Colonias,Esperanza,40145,,SI,--,SI,,SI,SI,SI,,82070050,"-31,4505966144136","-60,9310068119638"
SANTA FE,,Felicia,1788,--,,--,--,--,,,SI,SI,,,"-61,2128816673977"
SANTA FE,,,5109,SI,,,SI,--,,,SI,SI,82070070,,"-60,9388945830321"
SANTA FE,Las Colonias,Grutly,,SI,--,--,,--,SI,SI,,,82070080,"-31,2705026899597",
,Las Colonias,Hipatia,,,--,--,,,SI,--,,--,82070090,"-31,1282518725208",
SANTA FE,Las Colonias,,3999,SI,--,,SI,--,SI,SI,SI,SI,,"-31,4009210645041","-61,0825515659905"
SANTA FE,,,106,--,,,--,--,,,--,--,82070110,,"-60,9759511253175"
SANTA FE,,La Pelada,1037,--,,--,SI,--,,SI,,SI,82070120,"-30,8679477693336",
SANTA FE,,,360,SI,--,,SI,SI,--,SI,,,82070130,"-31,5722370638803",
,Las Colonias,María Luisa,579,,--,--,--,,SI,,--,SI,82070140,,"-60,9114327492504"
SANTA FE,Las Colonias,Matilde,,SI,--,--,,--,SI,,--,SI,,,"-60,9818059784844"
SANTA FE,,,425,SI,,,--,--,,--,--,,82070160,"-31,3468823835409","-61,235725734005"
SANTA FE,,Pilar,4705,SI,,--,SI,--,,SI,,,82070170,"-31,442015817123",
SANTA FE,Las Colonias,,29,--,,,--,--,--,,--,--,82070180,,"-61,0111678232689"
SANTA FE,,Progreso,2118,--,,--,--,--,,,SI,SI,,"-31,1397689545802","-60,990254156931"
SANTA FE,Las Colonias,Providencia,,--,--,--,,,SI,SI,,SI,82070200,"-30,9845868369063",
,Las Colonias,Sa Pereyra,1533,,--,--,--,,SI,SI,,,82070210,"-31,5721513951563",
,Las Colonias,San Agustín,,,--,--,,,SI,,SI,SI,,,"-60,9413147450231"
SANTA FE,Las Colonias,San Carlos Centro,,SI,SI,--,,--,SI,,SI,SI,82070230,,"-61,0913957859145"
SANTA FE,,,812,--,,,--,--,,SI,--,,82070240,"-31,6743105766747","-61,0762585195433"
SANTA FE,Las Colonias,,1927,SI,SI,,--,--,SI,SI,,SI,82070250,"-31,7575954064363",
SANTA FE,Las Colonias,San Jerónimo del Sauce,,--,--,--,,--,SI,,SI,SI,,,"-61,1425180717315"
,Las Colonias,San Jerónimo Norte,5962,,--,--,SI,,SI,SI,SI,SI,,"-31,5545316682675","-61,078514153956"
SANTA FE,,San Mariano,218,--,,--,--,--,,SI,,,82070280,"-31,6702105890861",
SANTA FE,Las Colonias,,2540,--,SI,,--,--,,SI,SI,,82070290,"-31,7657963305203","-61,3210236384566"
,Las Colonias,Santo Domingo,1470,,--,--,--,,SI,,--,SI,82070300,,"-60,8888854567848"
,Iriondo,Classon,,,--,--,,--,SI,SI,SI,SI,,"-32,4634203095763","-61,2910434085442"
SANTA FE,Iriondo,Colonia Médici,,--,--,--,,--,SI,--,--,,82056060,"-32,5988903254118","-61,3767121670301"
,Iriondo,Correa,,,SI,--,,,SI,SI,,,82056070,"-32,8494610803638",
SANTA FE,Iriondo,,54,--,--,,--,--,SI,--,--,--,,"-32,5491600036652","-61,2170944213123"
SANTA FE,,,485,--,,,--,--,,,--,SI,,,"-61,0180654"
,Iriondo,Oliveros,,,--,--,,,--,--,,SI,82056100,"-32,5758215248523",
SANTA FE,Iriondo,Pueblo Andino,,--,SI,--,,--,SI,SI,,,82056110,"-32,6717914164971",
SANTA FE,,,1944,SI,,,--,--,,SI,,SI,82056120,"-32,6680220468782",
SANTA FE,Iriondo,,3263,SI,--,,SI,--,SI,SI,--,,82056130,"-32,6055740792488","-60,9481762653391"
,Iriondo,Totoras,,,--,--,,,SI,,SI,SI,82056140,,"-61,1673292562769"
SANTA FE,Iriondo,Villa Eloísa,,SI,--,--,,--,SI,,SI,SI,,,"-61,5478333256653"
SANTA FE,Iriondo,Villa La Rivera (Oliveros),,--,--,--,,,SI,--,,,82056160,"-32,633431229414",
,Iriondo,Villa La Rivera (Pueblo Andino),326,,--,--,--,,SI,--,,--,82056170,"-32,6413858836004",
SANTA FE,,,856,--,,,--,--,SI,,SI,SI,,,"-60,6783108244693"
SANTA FE,,Fighiera,4034,SI,,--,--,--,,,SI,SI,82084130,,"-60,4706038463519"
,Rosario,Funes,23281,,SI,--,SI,,SI,SI,,,82084140,"-32,922782783063",
,Rosario,General Lagos,,,--,--,,,SI,SI,SI,,82084150,"-33,1121588884353","-60,5665737837063"
SANTA FE,Rosario,,36994,--,SI,,SI,--,SI,,SI,SI,,,"-60,7062159770827"
SANTA FE,,,3698,--,,,SI,--,,SI,SI,SI,,"-32,8512561304404","-60,7884936646076"
SANTA FE,Rosario,Kilómetro 101,,--,--,--,,SI,SI,--,,,82084180,"-33,060584803082",
,Rosario,Los Muchachos - La Alborada,,,--,--,,,--,--,--,,82084190,"-33,0915734104105","-60,7354254261055"
,Rosario,Monte Flores,166,,--,--,--,,--,--,SI,SI,,"-33,0800073993365","-60,6355226681116"
,Rosario,Pérez,,,--,--,,SI,SI,,SI,SI,82084210,,"-60,7721592101064"
SANTA FE,,Piñero (Est. Erasto),1146,--,,--,SI,--,,--,--,,82084220,"-33,1112071010784","-60,7964961630631"
SANTA FE,Rosario,,6789,SI,--,,SI,SI,,SI,,,82084230,"-33,0730969403696",
,Rosario,Pueblo Muñoz (Est. Bernard),,,SI,--,,,--,,--,SI,82084240,,"-60,8971398400989"
,Rosario,Pueblo Uranga,856,,--,--,SI,,SI,SI,--,SI,,"-33,2645299958204","-60,7083345859989"
,Rosario,Puerto Arroyo Seco,,,--,--,--,,--,--,,,82084260,"-33,1315113496399",
SANTA FE,Rosario,Rosario,,SI,SI,SI,,SI,SI,SI,SI,,82084270,"-32,9538142575214","-60,6515379354516"
SANTA FE,,Soldini,2577,SI,,--,--,--,,,SI,SI,82084280,,"-60,7561883192345"
SANTA FE,Rosario,,835,SI,SI,,SI,--,SI,SI,--,--,,"-33,1771929125315","-60,6677297311463"
SANTA FE,,,259,--,,,--,--,,SI,--,,82084300,"-33,1271769621356","-60,7090282248961"
SANTA FE,,Villa Gobernador Gálvez,80769,SI,,--,SI,--,,SI,,,82084310,"-33,0224078611601",
,Rosario,Zavalla,,,SI,--,,,SI,SI,SI,SI,,"-33,0215698285974","-60,879303488531"
,San Cristóbal,Aguará Grande,96,,--,--,--,,SI,,--,--,,,"-60,9437539322397"
SANTA FE,,Ambrosetti,905,--,,--,--,SI,,SI,,SI,82091020,"-30,016999568893",
SANTA FE,San Cristóbal,,1764,SI,SI,,SI,--,,SI,SI,,82091030,"-30,2341495301456",
SANTA FE,San Cristóbal,Balneario La Verde,,--,--,--,,SI,--,,--,--,82091040,,"-61,2428659094376"
,San Cristóbal,Capivara,102,,--,--,--,,--,,--,--,,,"-61,2722735128607"
SANTA FE,San Cristóbal,,14499,SI,SI,,--,--,SI,SI,,SI,82091060,"-29,8823371283479",
SANTA FE,,,16,--,,--,--,--,,--,,,82091070,"-30,1449998391803",
SANTA FE,,Colonia Bossi,111,SI,,--,SI,--,,,--,SI,,,"-61,7896030300364"
SANTA FE,,,562,--,,,--,--,,,--,SI,82091090,,"-61,9844913702309"
,San Cristóbal,Constanza,129,,--,--,--,,--,SI,--,,82091100,"-30,664633909429","-61,3207552160733"
,San Cristóbal,Curupaity,,,--,--,,,SI,--,,--,82091110,"-30,397911889967",
SANTA FE,San Cristóbal,,2780,--,,,--,--,SI,,SI,SI,,,"-61,8396467676821"
SANTA FE,,Huanqueros,665,--,,--,--,--,,--,--,SI,,"-30,0136747533996","-61,2192947646911"
SANTA FE,San Cristóbal,,161,--,--,,--,SI,SI,SI,--,,82091140,"-30,0876438007142","-61,1797070550573"
SANTA FE,,La Lucila,112,--,,,--,--,,--,,--,82091145,"-30,4196635334388",
SANTA FE,San Cristóbal,La Rubia,,--,SI,--,,--,SI,,--,--,,,"-61,7927608545145"
,San Cristóbal,Las Avispas,46,,--,--,--,,--,,--,--,82091160,,"-61,2911992453769"
,San Cristóbal,Las Palmeras,545,,--,--,--,,SI,SI,,SI,82091170,"-30,6326345828984",
,San Cristóbal,Moisés Ville,,,SI,--,,,SI,SI,,,82091180,"-30,7182008702613",
SANTA FE,,Monigotes,347,--,,--,SI,--,,,SI,SI,82091190,,"-61,6348224695165"
SANTA FE,,,79,--,,,--,--,,--,--,--,,,"-61,1326015812096"
SANTA FE,San Cristóbal,Palacios,,SI,--,--,,--,SI,--,SI,,82091210,"-30,7106694051354","-61,6236952048733"
,San Cristóbal,San Cristóbal,14389,,SI,--,SI,,SI,SI,,,82091220,"-30,311687011314",
SANTA FE,,San Guillermo,6747,SI,,--,SI,--,,SI,SI,SI,,"-30,3602098529676","-61,9178272634037"
SANTA FE,San Cristóbal,,32,--,--,,--,--,SI,,--,--,,,"-61,178528021881"
,San Cristóbal,Soledad,1083,,--,--,,,SI,SI,--,,82091250,"-30,6225538384456","-60,9166112630514"
SANTA FE,San Cristóbal,Suardi,,--,--,--,,--,--,SI,,,82091260,"-30,5361453460922",
,San Cristóbal,Villa Saralegui,,,--,--,,,SI,,SI,SI,82091270,,"-60,7477102618236"
,San Cristóbal,Villa Trinidad,2606,,--,--,--,,--,SI,SI,SI,,"-30,2176460355738","-61,877568026694"
SANTA FE,,,2962,--,,,--,SI,,SI,,,82098010,"-29,9103566747475",
SANTA FE,,Cacique Ariacaiquín,142,--,,--,--,--,,SI,--,,82098020,"-30,6581364074941","-60,2307356488107"
,San Javier,Colonia Durán,183,,--,--,--,,--,--,--,--,,"-29,5607537201086","-59,9270693537131"
,San Javier,La Brava,,--,--,--,,--,SI,,--,SI,82098040,,"-60,1409356882605"
SANTA FE,San Javier,Romang,,--,SI,--,,--,SI,SI,SI,,82098050,"-29,5018294527814","-59,7485934535059"
,San Javier,San Javier,,,SI,--,,,SI,SI,,,82098060,"-30,5822068409869",
SANTA FE,San Jerónimo,,1608,--,SI,,--,--,--,--,SI,SI,,"-32,0800271942926","-60,9770049639573"
SANTA FE,,,391,--,,,--,--,,,--,--,82105020,,"-60,8760522539552"
SANTA FE,,Barrancas,4650,SI,,--,--,--,,SI,,,82105030,"-32,2366357816462",
SANTA FE,San Jerónimo,,1655,--,--,,--,--,,--,--,,82105040,"-31,8320800807618","-60,8719647067245"
,San Jerónimo,Barrio El Pacaá - Barrio Comipini,12,,--,--,--,,--,,--,--,,,"-60,9282685049176"
SANTA FE,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),,,--,--,,--,--,SI,SI,SI,,"-32,1709306189148","-61,1572748282837"
SANTA FE,,,158,--,,,--,--,,SI,,,82105070,"-32,2638306241466",
SANTA FE,,Centeno,2870,SI,,--,--,--,,SI,,SI,82105080,"-32,298023717348",
,San Jerónimo,Coronda,,,SI,--,,,SI,SI,SI,SI,,,"-60,9201341188126"
SANTA FE,San Jerónimo,Desvío Arijón,,SI,--,--,,--,SI,,SI,SI,82105100,,"-60,8896993521491"
SANTA FE,,,1721,SI,,,SI,--,,SI,,,82105110,"-32,3750588242506",
SANTA FE,San Jerónimo,,2788,--,--,,--,--,SI,SI,,SI,82105120,"-32,4343760818819",
SANTA FE,,,19061,SI,,,SI,SI,SI,,SI,SI,82105130,,"-61,2199610274248"
SANTA FE,,Gessler,857,SI,,--,SI,--,,,--,SI,,,"-61,1288367653984"
SANTA FE,San Jerónimo,Irigoyen,,--,SI,--,,,SI,--,,SI,82105150,"-32,16077341012",
,San Jerónimo,Larrechea,487,,--,--,--,,SI,SI,--,,82105160,"-31,9361305275575","-61,0477166860408"
SANTA FE,,Loma Alta,225,SI,,--,SI,--,,SI,--,--,,"-31,9614431890621","-61,1783800456556"
SANTA FE,,,1368,SI,,,--,--,,,--,SI,,,"-61,2799295377437"
SANTA FE,,Maciel,5634,SI,,--,--,--,,SI,,SI,82105190,"-32,4587652553057",
SANTA FE,,,1838,SI,--,,SI,--,--,SI,,,82105200,"-32,358735658961",
,San Jerónimo,Puerto Aragón,213,,--,--,--,,--,,--,--,82105210,,"-60,9239839784214"
SANTA FE,San Jerónimo,San Eugenio,,--,--,--,,--,--,--,--,SI,,"-32,0768953861827","-61,1174234926527"
SANTA FE,San Jerónimo,San Fabián,,SI,SI,--,,--,SI,SI,,,82105230,"-32,1383718722873",
,San Jerónimo,San Genaro,,,--,--,,,SI,SI,,SI,82105240,"-32,3735383941398",
SANTA FE,San Jerónimo,,4661,SI,SI,,SI,--,--,,--,SI,,,"-61,3401798286706"
SANTA FE,,,62,--,,,--,--,,,--,--,82112010,,"-60,6486098681792"
,San Justo,Cayastacito,329,,--,--,--,,SI,SI,,--,82112020,"-31,1150071573313",
SANTA FE,San Justo,Colonia Dolores,,--,--,--,,--,SI,--,--,,82112030,"-30,3836825866932","-60,3307254883154"
SANTA FE,San Justo,,41,--,--,,--,--,SI,,--,--,82112040,,"-60,6448661369776"
SANTA FE,,Gobernador Crespo,5335,SI,,--,--,--,,SI,SI,SI,,"-30,3648346894928","-60,4011684048308"
,San Justo,La Criolla (Est. Cañadita),,SI,--,--,,--,SI,SI,,,82112060,"-30,2261579523496",
,San Justo,La Penca y Caraguatá,141,,--,--,--,,SI,SI,--,,82112070,"-30,3484964424709","-60,5217853393141"
,San Justo,Marcelino Escalada,,,--,--,,,SI,SI,SI,SI,,"-30,5819493055119","-60,4693860436357"
SANTA FE,San Justo,Naré,,--,--,--,,--,SI,,--,--,,,"-60,4682102211441"
TIERRA DEL FUEGO,,,66475,SI,,,SI,SI,,SI,SI,,94007010,"-53,7870473449159","-67,7132350718047"
TIERRA DEL FUEGO,Río Grande,,2626,SI,--,,--,SI,SI,SI,,SI,94007020,"-54,5113867546733",
TIERRA DEL FUEGO,Ushuaia,Laguna Escondida,,--,--,--,,SI,--,,SI,SI,94014010,,"-67,766940855265"
,Ushuaia,Ushuaia,56593,,SI,SI,,,SI,,SI,SI,,,"-68,3160624772532"
,Burruyacú,7 de Abril,492,,--,--,--,,SI,--,,,90007080,"-26,2918847472245",
,Burruyacú,Barrio San Jorge,,--,--,--,,--,--,--,--,,90007010,"-26,6843396000243","-65,0481349066456"
TUCUMAN,,El Chañar,2395,--,,--,--,--,,,SI,SI,,,"-65,0693888917573"
TUCUMAN,Burruyacú,,238,--,--,,--,--,,--,--,--,,"-26,6571859218044","-65,0483602838482"
TUCUMAN,Burruyacú,,3059,--,--,,--,--,SI,SI,--,,90007040,"-26,5736893005766","-64,5576861101138"
TUCUMAN,,,1409,--,,,--,--,,SI,,SI,90007050,"-26,6881473308745",
TUCUMAN,Burruyacú,Macomitas,,--,--,--,,--,--,--,SI,SI,,"-26,7303436942447","-65,0113600491402"
,Burruyacú,Piedrabuena,,,--,--,,,SI,,SI,SI,,,"-64,6493040222716"
TUCUMAN,,Villa Benjamín Aráoz,1409,--,,--,--,--,,SI,,SI,90007090,"-26,5561603640592",
