,Partido,Localidad,ADSL,,DIALUP,FIBRAOPTICA,4G,,TELEFONIAFIJA,,SATELITAL
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),,SI,--,SI,,SI,SI,,SI
JUJUY,,,--,--,,,--,--,,--,--
JUJUY,Ledesma,,--,--,--,,--,--,--,--,
JUJUY,Ledesma,,--,--,,,SI,SI,--,,--
JUJUY,,Yuto,--,--,,--,SI,SI,,SI,SI
JUJUY,Palpalá,Carahunco,,--,--,--,,,SI,--,
,Palpalá,Centro Forestal,SI,,--,--,--,,SI,--,--
JUJUY,,Mina 9 de Octubre,--,--,,--,--,--,,--,--
JUJUY,,,SI,SI,,,SI,SI,,,SI
JUJUY,,Rio Blanco,--,--,,--,SI,SI,,--,
JUJUY,,,--,--,--,,--,--,--,--,--
,Rinconada,Coyaguaima,--,,--,SI,--,,--,,--
JUJUY,Rinconada,Lagunillas de Farallón,,--,--,SI,,--,--,--,--
JUJUY,Rinconada,Liviara,,--,--,--,,--,--,--,SI
,Rinconada,Loma Blanca,,,--,--,,,--,--,
JUJUY,Rinconada,,--,--,--,,--,--,SI,--,SI
JUJUY,,,--,--,,,--,--,,,--
,Rinconada,Rinconada,--,,--,--,--,,--,--,
JUJUY,San Antonio,El Ceibal,,--,--,SI,,--,--,--,
JUJUY,San Antonio,,--,--,--,,--,--,--,,--
JUJUY,,Puesto Viejo,--,SI,,--,SI,SI,,,SI
,El Carmen,San Isidro,,--,--,--,,--,--,--,
,El Carmen,San Juancito,--,,--,--,SI,,--,--,
,Humahuaca,Aparzo,,,--,--,,,--,--,--
JUJUY,Humahuaca,Cianzo,,--,--,--,,--,--,,--
JUJUY,,,--,--,,,--,--,,--,
JUJUY,Humahuaca,,--,--,--,,SI,SI,SI,--,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),,--,--,SI,,--,--,,--
,Humahuaca,Humahuaca,SI,,--,--,,,SI,SI,SI
,Humahuaca,Palca de Aparzo,,,--,--,,,--,--,
JUJUY,Humahuaca,Palca de Varas,,--,--,--,,--,--,--,
JUJUY,,,--,--,,,--,--,,,--
JUJUY,Humahuaca,,--,--,--,,SI,--,--,,--
JUJUY,Humahuaca,,SI,--,,,--,--,SI,--,
JUJUY,,Bananal,--,--,,--,--,--,,--,--
JUJUY,Ledesma,Bermejito,,--,--,--,,,--,,--
,Ledesma,Caimancito,SI,,--,--,SI,,SI,,SI
JUJUY,,Calilegua,--,SI,,--,SI,SI,,SI,SI
JUJUY,,,--,--,,,SI,--,,SI,
JUJUY,Ledesma,Fraile Pintado,,SI,--,--,,SI,SI,SI,SI
,Ledesma,Libertad,,,--,--,,,--,,--
CORRIENTES,Capital,,--,--,--,,SI,SI,SI,--,SI
CORRIENTES,,,--,--,,,SI,SI,,SI,
CORRIENTES,,San Cayetano,--,--,,--,--,--,,,SI
CORRIENTES,Concepción,,--,--,--,,SI,--,,SI,SI
,Concepción,Santa Rosa,--,,--,--,SI,,SI,SI,
,Concepción,Tabay,,,--,--,,--,SI,SI,SI
CORRIENTES,,,--,--,,,SI,--,,,SI
CORRIENTES,,Cazadores Correntinos,--,--,,--,SI,--,,,SI
CORRIENTES,,Curuzú Cuatiá,SI,--,,SI,SI,SI,,SI,SI
CORRIENTES,Curuzú Cuatiá,,--,--,--,,SI,--,SI,SI,
,Empedrado,El Sombrero,SI,,--,--,,,SI,SI,SI
CORRIENTES,Empedrado,Empedrado,,SI,--,--,,SI,SI,,SI
,Marcos Juárez,Monte Buey,,,--,--,,,SI,--,
,Marcos Juárez,Noetinger,--,,--,--,--,,--,--,--
CORDOBA,,,SI,--,,,--,--,,,--
CORDOBA,,Saladillo,--,--,,--,--,--,,--,--
,Marcos Juárez,Villa Elisa,SI,,SI,--,--,,SI,--,
,Minas,Ciénaga del Coro,,--,--,SI,,--,SI,SI,
CORDOBA,Minas,,--,--,--,,--,--,--,,--
CORDOBA,,Estancia de Guadalupe,--,--,,,--,--,,,--
CORDOBA,Minas,Guasapampa,,--,--,--,,--,--,SI,--
,Minas,La Playa,--,,--,--,--,,--,SI,
,Minas,San Carlos Minas,SI,,--,SI,SI,,SI,,--
,Minas,Talaini,,,--,--,,,--,,--
CORDOBA,,Tosno,--,--,,--,--,--,,SI,
CORDOBA,,,--,--,,,SI,--,,SI,
CORDOBA,Pocho,Las Palmas,,--,--,--,,--,--,SI,--
,Pocho,Los Talares,--,,--,--,--,,--,,--
CORDOBA,Pocho,Salsacate,,--,--,SI,,SI,SI,SI,
,Pocho,San Gerónimo,--,,--,--,--,,--,SI,
CORDOBA,Pocho,,--,--,--,,SI,--,SI,,--
CORRIENTES,,,SI,--,,SI,SI,SI,,,SI
CORRIENTES,,Pueblo Libertador,--,--,,--,SI,--,,--,SI
CORRIENTES,,,SI,--,,,SI,SI,,--,
,General Alvear,Estación Torrent,--,,--,--,SI,,--,,SI
,General Paz,Itá Ibaté,,,--,--,,,SI,,SI
CORRIENTES,General Paz,,--,--,,,SI,--,--,--,
CORRIENTES,,Nuestra Señora del Rosario de Caá Catí,--,SI,,--,SI,SI,,SI,--
,General Paz,Palmar Grande,,,--,--,--,,--,,SI
CORRIENTES,Goya,Colonia Carolina,,--,--,--,,SI,SI,SI,SI
CORRIENTES,,Goya,SI,SI,,SI,SI,SI,,SI,
CORRIENTES,ItatÍ,,SI,--,--,,SI,SI,SI,SI,SI
CORRIENTES,,,--,--,,,SI,--,,SI,--
CORDOBA,,General Levalle,SI,SI,,SI,SI,SI,,,--
,Presidente Roque Sáenz Peña,La Cesira,,,--,SI,,,SI,SI,SI
,Presidente Roque Sáenz Peña,Laboulaye,SI,,--,SI,SI,,SI,SI,
CORDOBA,,Leguizamón,--,--,,SI,--,--,,,--
CORDOBA,Presidente Roque Sáenz Peña,,--,--,--,,SI,SI,,,--
CORDOBA,Presidente Roque Sáenz Peña,,--,--,--,,SI,SI,SI,SI,
CORDOBA,,,--,--,,,SI,SI,,SI,--
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,,--,--,--,,--,SI,,--
,Presidente Roque Sáenz Peña,Serrano,,,--,--,,,SI,SI,SI
,Presidente Roque Sáenz Peña,Villa Rossi,--,,--,--,SI,,SI,--,--
,Punilla,Barrio Santa Isabel,,,--,--,,--,--,--,
CORDOBA,,Bialet Massé,SI,--,,SI,SI,SI,,SI,--
CORDOBA,Punilla,,--,--,--,,--,--,,,--
,Tulumba,Lucio V. Mansilla,,,--,--,,,SI,--,
,Tulumba,Rosario del Saladillo,--,,--,SI,--,,--,--,
CORDOBA,,,SI,--,,,SI,SI,,,SI
CORDOBA,Tulumba,,--,--,--,,SI,SI,--,,--
,Tulumba,San Pedro Norte,,,--,--,,,--,SI,
CORDOBA,Tulumba,Villa Tulumba,,--,--,SI,,SI,SI,SI,--
CORDOBA,Unión,Aldea Santa María,,--,--,--,,--,--,,--
,Unión,Alto Alegre,SI,,--,SI,SI,,SI,,--
CORDOBA,,,--,--,,,SI,--,--,--,
CORDOBA,,Ballesteros,SI,--,,SI,SI,SI,,SI,
,Unión,Ballesteros Sur,--,,--,SI,--,,SI,,--
,Unión,Bell Ville,,,--,SI,,,SI,--,--
,Unión,Benjamín Gould,--,,--,--,SI,,SI,SI,--
CORRIENTES,Ituzaingó,Colonia Liebig's,,SI,--,--,,,SI,SI,
CORRIENTES,,Ituzaingó,SI,--,,--,SI,SI,,,SI
CORRIENTES,Ituzaingó,,--,--,,,SI,SI,--,,--
CORRIENTES,Ituzaingó,,--,--,--,,SI,SI,SI,--,
CORRIENTES,,,--,--,,,SI,SI,,SI,
CORRIENTES,Lavalle,Cruz de los Milagros,,--,--,--,,--,--,,--
,Lavalle,Gobernador Juan E. Martínez,,,--,SI,,,SI,SI,SI
CORRIENTES,,,--,--,,--,SI,SI,,SI,SI
CORRIENTES,Lavalle,,SI,--,--,,SI,SI,SI,SI,
CORRIENTES,Lavalle,Villa Córdoba,,,--,--,,--,--,--,--
,Lavalle,Yatayti Calle,--,,--,--,SI,,--,,--
CORRIENTES,Mburucuyá,,--,--,--,,SI,--,,SI,SI
CORRIENTES,,Felipe Yofré,--,--,,--,SI,--,,--,
CORRIENTES,,,--,--,,,SI,--,,,SI
CORRIENTES,Mercedes,,SI,SI,--,,SI,SI,SI,SI,SI
,Monte Caseros,Colonia Libertad,,,--,--,,,--,SI,
CORRIENTES,Monte Caseros,Estación Libertad,,--,--,--,,--,--,SI,--
CORRIENTES,Monte Caseros,,--,--,--,,SI,--,SI,SI,SI
CORRIENTES,,Mocoretá,SI,--,,SI,SI,SI,,,SI
CORRIENTES,,Monte Caseros,SI,--,,SI,SI,SI,,SI,SI
CORRIENTES,Monte Caseros,,--,--,--,,--,--,,SI,
,Monte Caseros,Parada Labougle,--,,--,--,--,,--,SI,--
CORRIENTES,Paso de los Libres,Bonpland,,,--,--,,--,--,,SI
CORRIENTES,Paso de los Libres,Parada Pucheta,,--,--,--,,--,--,SI,
,Paso de los Libres,Paso de los Libres,,,--,SI,,,SI,SI,SI
CORRIENTES,Paso de los Libres,,--,--,--,,SI,--,--,,--
ENTRE RIOS,,,--,--,,,SI,--,,SI,--
,Federación,San Ramón,,,--,--,,,--,--,
ENTRE RIOS,Federación,Santa Ana,,SI,--,SI,,SI,SI,SI,
ENTRE RIOS,,,--,SI,,,--,SI,SI,,--
ENTRE RIOS,,Conscripto Bernardi,--,--,,--,SI,--,,,--
ENTRE RIOS,Federal,El Cimarrón,,--,--,--,,,SI,SI,
,Federal,Federal,SI,,--,SI,SI,,SI,SI,
,Federal,Nueva Vizcaya,,,--,--,,,--,,--
ENTRE RIOS,Federal,Sauce de Luna,,--,--,SI,,--,SI,SI,SI
ENTRE RIOS,,,--,--,,,SI,SI,,SI,
ENTRE RIOS,Feliciano,,SI,--,--,,SI,--,SI,SI,
ENTRE RIOS,Gualeguay,Aldea Asunción,,--,--,--,,--,SI,--,--
,Gualeguay,Estación Lazo,--,,--,--,SI,,SI,,--
,Gualeguay,General Galarza,SI,,--,--,SI,,SI,SI,
,Islas del Ibicuy,Villa Paranacito,,,--,--,,,SI,--,
ENTRE RIOS,,Bovril,--,SI,,SI,SI,SI,,SI,--
ENTRE RIOS,,,--,--,,,SI,--,,,--
ENTRE RIOS,La Paz,,--,--,--,,SI,SI,SI,SI,
ENTRE RIOS,,La Paz,SI,SI,,,SI,SI,,SI,
ENTRE RIOS,La Paz,Piedras Blancas,,SI,--,SI,,--,SI,,--
,La Paz,Pueblo Arrúa (Est. Alcaraz),--,,--,--,SI,,SI,,SI
ENTRE RIOS,,,--,--,,,SI,SI,,SI,--
ENTRE RIOS,La Paz,,SI,SI,--,,SI,SI,SI,SI,
,La Paz,Sir Leonard,,,--,--,,,--,--,--
,Nogoyá,Aranguren,--,,--,--,SI,,SI,,SI
ENTRE RIOS,,,--,--,,,--,--,,SI,--
ENTRE RIOS,,Don Cristóbal,--,--,,--,--,--,,SI,
ENTRE RIOS,,Febré,--,--,,--,--,--,,,--
CABA,COMUNA 15,,SI,SI,SI,,SI,SI,SI,SI,SI
,Calamuchita,Villa del Dique,SI,,--,SI,,,--,SI,
CORDOBA,Calamuchita,Villa El Tala,,--,--,--,,--,--,--,--
CORDOBA,Calamuchita,,--,SI,--,,SI,SI,SI,,SI
CORDOBA,,,--,--,,,--,--,,,--
CORDOBA,,,--,--,,,--,--,,SI,
CORDOBA,,Villa Rumipal,--,--,,SI,SI,SI,,SI,--
,COMUNA 15,CHACARITA,,,SI,SI,,,SI,,SI
,Río Seco,Villa de María,--,,--,--,SI,,SI,SI,--
,Río Segundo,Calchín,,,--,--,SI,,SI,--,--
CORDOBA,Río Segundo,Calchín Oeste,,--,--,--,,SI,SI,--,
CORDOBA,,Capilla del Carmen,--,SI,,--,SI,--,,SI,--
CORDOBA,Río Segundo,,--,SI,--,,SI,SI,SI,,SI
CABA,COMUNA 15,PARQUE CHAS,,SI,SI,SI,,SI,SI,SI,
,Unión,Canals,,,--,SI,,,SI,SI,
CORDOBA,,Chilibroste,SI,--,,SI,--,--,,,--
CORDOBA,,,SI,--,,,--,SI,,,SI
,Unión,Colonia Bismarck,--,,--,--,--,,SI,SI,
,Unión,Colonia Bremen,,,--,--,,,--,--,
CORDOBA,Calamuchita,Villa San Miguel,,--,--,--,,SI,--,SI,--
,Calamuchita,Villa Yacanto,--,,--,--,SI,,SI,,--
CORDOBA,Capital,,SI,SI,SI,,SI,SI,SI,SI,
CORDOBA,,,--,--,,--,SI,SI,,--,
,Capital,La Floresta,,,--,--,,,--,,--
CORDOBA,Colón,1 De Agosto,,--,--,--,,SI,--,--,--
CORDOBA,Colón,Agua de Oro,,--,--,SI,,,--,SI,
,Colón,Almirante Brown,--,,--,--,--,,--,--,
CORDOBA,,,SI,--,--,,SI,SI,SI,,--
CORDOBA,,Barrio Nuevo Río Ceballos,--,--,,--,--,--,,--,--
CORDOBA,,,--,--,,,--,--,,--,
CORDOBA,Colón,,--,--,--,,--,SI,--,--,
,Colón,Ciudad De Los Niños,,,--,--,,,--,,--
CORDOBA,Río Segundo,Colazo,,--,--,SI,,SI,SI,,SI
CORDOBA,Río Segundo,,--,--,--,,--,--,--,--,
CORDOBA,,,SI,--,,,SI,SI,,SI,--
,Río Segundo,Impira,--,,--,--,--,,--,,--
,Río Segundo,Laguna Larga,,,--,SI,,SI,SI,SI,--
CORDOBA,,Las Junturas,SI,--,,SI,SI,SI,,--,
CORDOBA,Río Segundo,,SI,--,--,,SI,--,SI,SI,--
CORDOBA,Río Segundo,,SI,SI,--,,SI,SI,SI,SI,--
CORDOBA,,,SI,--,,,SI,SI,,,--
CORDOBA,Río Segundo,Matorrales,,--,--,--,,SI,SI,--,--
,COMUNA 11,VILLA GENERAL MITRE,,,SI,SI,,,SI,SI,
CORDOBA,,Colonia Caroya,SI,SI,,SI,SI,SI,,,--
CORDOBA,Colón,,--,--,--,,SI,SI,SI,,--
CORDOBA,,,--,--,,,--,--,,--,--
CORDOBA,Colón,,--,--,--,,--,--,--,--,
,Colón,Country Chacras de la Villa - Country San Isidro,,,--,--,,,--,--,--
CORDOBA,Colón,Dumesnil,,--,--,SI,,--,--,,--
CORDOBA,Colón,El Diquecito,,,--,--,,--,--,--,
,COMUNA 11,VILLA SANTA RITA,SI,,SI,SI,SI,,SI,SI,SI
CORDOBA,Río Segundo,,SI,SI,--,,SI,SI,,,--
CORDOBA,,Pilar,SI,--,,SI,SI,SI,,SI,SI
,Río Segundo,Pozo del Molle,--,,--,--,SI,,SI,--,
,Colón,El Manzano,,,--,--,,,--,SI,
CORDOBA,Colón,,--,--,--,,--,SI,--,--,--
CORDOBA,,,--,--,,,--,--,,,--
CORDOBA,Colón,General Paz,,--,--,--,,SI,SI,--,
,Colón,Jesús María,,,--,SI,,,SI,SI,
,Colón,La Calera,SI,,--,SI,SI,,SI,,SI
CORDOBA,Colón,La Granja,,--,--,SI,,,SI,,--
CORDOBA,,La Morada,--,--,,--,SI,SI,,--,
CORDOBA,Colón,,--,--,,,--,--,--,--,--
,Colón,Las Corzuelas,,,--,--,,,--,--,--
,Colón,Los Chañaritos,--,,--,--,--,,--,,--
,Colón,Los Molles,,,--,--,,,--,--,
,Colón,Malvinas Argentinas,SI,,--,SI,SI,,SI,SI,
CORDOBA,,,--,--,,,SI,SI,,SI,SI
CORDOBA,,Arias,SI,--,,--,SI,SI,,,--
CORDOBA,,,SI,--,,,SI,SI,,--,
CORDOBA,Marcos Juárez,,--,--,--,,--,--,SI,SI,--
,Marcos Juárez,Cavanagh,--,,--,--,SI,,SI,,--
CORDOBA,Marcos Juárez,Colonia Barge,,--,--,--,,--,--,,--
CORDOBA,Marcos Juárez,,--,SI,--,,--,SI,--,SI,--
CORDOBA,,,--,--,,,--,--,,--,
,Marcos Juárez,Corral de Bustos,SI,,--,SI,SI,,SI,SI,--
,Marcos Juárez,Cruz Alta,,,--,SI,,,SI,,SI
CORDOBA,,General Baldissera,SI,--,,--,SI,SI,,--,SI
CORDOBA,,,SI,--,,,SI,SI,,--,
CORDOBA,Juárez Celman,,--,--,--,,SI,SI,SI,,--
CORDOBA,,El Rastreador,--,--,,--,--,--,,--,--
CORDOBA,Juárez Celman,General Cabrera,,--,--,--,,SI,SI,--,
,Juárez Celman,General Deheza,,,--,SI,,,SI,--,--
CORDOBA,,,--,--,,,SI,--,,,--
CORDOBA,Juárez Celman,,SI,--,--,,SI,SI,SI,,--
CORDOBA,Juárez Celman,,SI,SI,--,,SI,--,,--,--
CORDOBA,,Olaeta,--,SI,,--,SI,--,,--,
CORDOBA,Juárez Celman,Pacheco de Melo,,,--,--,,--,--,--,--
,Juárez Celman,Paso del Durazno,--,,--,--,--,,--,,--
,Juárez Celman,Santa Eufemia,,,--,--,,,SI,SI,
CORDOBA,Juárez Celman,Ucacha,,SI,--,SI,,SI,SI,SI,--
CORDOBA,,,--,--,,,SI,SI,,,--
CORDOBA,Río Segundo,,--,SI,--,,SI,SI,SI,SI,--
CORDOBA,Río Segundo,Río Segundo,,--,--,SI,,SI,SI,SI,
,Río Segundo,Santiago Temple,,,--,--,SI,,SI,SI,
CORDOBA,,Villa del Rosario,SI,SI,,SI,SI,SI,,,--
CORDOBA,San Alberto,,--,--,,,SI,SI,SI,,--
,San Alberto,Arroyo Los Patos,--,,--,SI,SI,,--,SI,--
CORDOBA,San Alberto,El Huayco,,--,--,--,,,SI,SI,
CORDOBA,San Alberto,La Cortadera,,--,--,SI,,--,--,,--
,San Alberto,Las Calles,,,--,SI,,,SI,SI,--
CORDOBA,San Alberto,,--,--,--,,--,--,--,--,
CORDOBA,,,--,--,,,--,--,,SI,
,San Alberto,Los Callejones,--,,--,--,--,,--,--,--
CORDOBA,San Alberto,Mina Clavero,,SI,--,SI,,SI,SI,,--
,San Alberto,Mussi,--,,--,--,--,,--,--,
CORDOBA,Unión,Idiazabal,,--,--,SI,,SI,SI,SI,
CORDOBA,,Justiniano Posse,--,--,,SI,SI,SI,,,--
CORDOBA,,,SI,--,--,,SI,SI,SI,,--
CORDOBA,Unión,,--,--,--,,SI,SI,SI,--,--
CORDOBA,,,SI,SI,,,SI,SI,,--,
CORDOBA,Unión,Morrison,,--,--,SI,,SI,SI,,--
,Unión,Noetinger,,,--,SI,,,SI,,--
CORDOBA,,Ordóñez,SI,--,,,SI,SI,,--,
CORDOBA,Unión,,SI,--,--,,SI,SI,SI,SI,--
,Unión,Pueblo Italiano,,SI,--,--,,--,SI,,SI
,Unión,Ramón J. Cárcano,--,,--,--,--,,--,SI,--
CABA,COMUNA 08,,SI,SI,SI,,SI,SI,SI,SI,
CORDOBA,,Mendiolaza,SI,SI,,SI,SI,SI,,SI,--
CORDOBA,,,--,--,,,--,--,,--,--
CORDOBA,Colón,,--,--,--,,SI,SI,--,,--
,Colón,Río Ceballos,,,--,SI,,,SI,SI,SI
CABA,COMUNA 08,VILLA SOLDATI,,SI,SI,SI,,SI,SI,SI,
CORDOBA,San Alberto,,SI,SI,--,,SI,SI,SI,,--
CORDOBA,,Panaholma,--,--,,--,SI,--,,,--
CORDOBA,,San Huberto,--,--,,SI,--,--,,SI,
CORDOBA,,,--,--,,,SI,SI,,SI,--
,San Alberto,San Martín,--,,--,--,--,,--,,--
,San Alberto,San Pedro,,,--,SI,,,--,SI,--
CORDOBA,San Alberto,San Vicente,,--,--,SI,,--,SI,SI,--
,San Alberto,Sauce Arriba,,,--,--,,,--,SI,
CORDOBA,San Alberto,,--,--,--,,--,--,--,--,--
CABA,,FLORES,SI,SI,,SI,SI,SI,,,SI
,Unión,San Antonio de Litín,,,--,SI,,,SI,SI,
CORDOBA,Unión,San Marcos,,--,--,SI,,SI,SI,--,
CORDOBA,,,--,--,,,SI,--,,,--
CORDOBA,,Viamonte,SI,--,,--,SI,SI,,,--
,Unión,Villa Los Patos,,,--,--,,,--,--,
,Unión,Wenceslao Escalante,SI,,--,--,SI,,SI,SI,SI
,COMUNA 01,SAN NICOLAS,SI,,SI,SI,SI,,SI,,SI
ENTRE RIOS,Gualeguay,Gualeguay,,SI,--,SI,,SI,SI,,SI
ENTRE RIOS,,,--,--,,--,--,--,,--,
ENTRE RIOS,Gualeguaychú,,--,SI,--,,SI,--,SI,--,
ENTRE RIOS,Gualeguaychú,Aldea San Juan,,--,--,--,,--,--,,--
,Gualeguaychú,Enrique Carbó,,,--,--,,,SI,SI,--
ENTRE RIOS,Gualeguaychú,Estación Escriña,,--,--,--,,--,--,--,
,Gualeguaychú,Faustino M. Parera,SI,,--,--,SI,,SI,--,
CABA,COMUNA 02,,SI,SI,SI,,SI,SI,SI,,SI
FORMOSA,,Subteniente Perín,--,--,,,SI,--,,,SI
FORMOSA,,Villa General Güemes,--,--,,SI,SI,--,,SI,
FORMOSA,,,--,--,,,SI,--,,SI,
,Pilagás,Buena Vista,--,,--,SI,SI,,SI,,--
,Pilagás,El Espinillo,,,--,--,,,SI,SI,SI
FORMOSA,,,--,--,--,,--,--,--,SI,--
CABA,,PARQUE CHACABUCO,SI,SI,,SI,SI,SI,,SI,
,Pilagás,Misión Tacaagle,--,,--,--,,,SI,SI,SI
FORMOSA,Pilagás,Portón Negro,,--,--,--,,--,--,,--
FORMOSA,,Tres Lagunas,SI,--,,--,SI,--,,SI,--
FORMOSA,Pilcomayo,,SI,SI,--,,SI,SI,SI,SI,
FORMOSA,,,SI,--,,,SI,SI,,,--
CABA,,VILLA LUGANO,SI,SI,,SI,SI,SI,,SI,SI
,Gualeguaychú,Pueblo General Belgrano,,,--,--,,,SI,--,
,Gualeguaychú,Urdinarrain,SI,,--,--,SI,,SI,SI,--
ENTRE RIOS,,Arroyo Martínez,--,--,,--,SI,SI,,,--
ENTRE RIOS,Islas del Ibicuy,,--,--,--,,SI,SI,SI,,--
ENTRE RIOS,Islas del Ibicuy,,--,SI,--,,SI,SI,SI,--,--
ENTRE RIOS,,Médanos,--,--,,--,SI,--,,SI,
ENTRE RIOS,Islas del Ibicuy,Ñancay,,--,--,--,,--,--,--,--
,Colón,Saldán,,,--,SI,,,SI,,--
,Colón,Salsipuedes,SI,,--,SI,SI,,SI,SI,
,Colón,Santa Elena,,,--,--,,,--,--,--
CORDOBA,,Tinoco,--,--,,--,--,--,,,--
CORDOBA,,,SI,SI,,,SI,SI,,SI,--
,Colón,Villa Allende,,,--,SI,,SI,SI,SI,
,Colón,Villa Cerro Azul,SI,,--,--,--,,--,SI,
CORDOBA,,Villa Corazon De Maria,--,--,,,--,--,,,--
CORDOBA,Colón,,SI,--,--,,--,--,SI,,SI
,Colón,Villa Los Llanos - Juárez Celman,SI,,--,SI,SI,,SI,SI,--
CORDOBA,Colón,Villa Pastora,,--,--,--,,--,--,--,
,Cruz del Eje,Alto de los Quebrachos,,,--,--,,,--,,--
,Cruz del Eje,Bañado de Soto,--,,--,--,--,,--,SI,--
CABA,,,SI,SI,,,SI,SI,,SI,
CORDOBA,,Villa de Soto,SI,--,,SI,SI,SI,,SI,
,General Roca,Del Campillo,SI,,--,--,SI,,SI,--,SI
CORDOBA,General Roca,Estación Lecueder,,--,--,--,,,--,,--
CORDOBA,General Roca,Hipólito Bouchard,,--,--,--,,--,SI,--,
,General Roca,Huinca Renancó,,,SI,SI,,,SI,SI,
CORDOBA,General Roca,,--,--,--,,SI,SI,SI,--,--
CORDOBA,,,--,--,,,SI,SI,,,--
CORDOBA,,Nicolás Bruzzone,--,--,,--,--,--,,SI,
CORDOBA,General Roca,,--,--,,,--,--,SI,--,--
,General Roca,Pincén,--,,--,--,--,,SI,,--
CORDOBA,General Roca,Ranqueles,,--,--,--,,,--,,--
CORDOBA,,,--,SI,,,SI,SI,,SI,--
CORDOBA,,Villa Huidobro,--,SI,,SI,SI,SI,,SI,
,General Roca,Villa Sarmiento,,,--,--,,,--,--,--
CORDOBA,General Roca,Villa Valeria,,--,--,--,,SI,SI,,SI
CORDOBA,,,SI,--,,,SI,SI,,SI,--
CORDOBA,General San Martín,,SI,SI,--,,SI,SI,SI,SI,
CORDOBA,General San Martín,,--,--,--,,SI,SI,,,--
CORDOBA,,Villa Cura Brochero,--,SI,,SI,SI,SI,,SI,--
CORDOBA,San Alberto,Villa Sarmiento,,,--,--,,--,--,SI,
,San Javier,Conlara,--,,--,--,--,,--,SI,--
CORDOBA,,Cruz Caña,--,--,,--,--,--,,,--
CORDOBA,,,--,--,,,--,--,,,--
CORDOBA,,,--,--,,,--,--,,SI,
CORDOBA,San Javier,,--,--,--,,--,--,--,--,--
,San Javier,El Valle,,,--,--,,,--,,--
CORDOBA,San Javier,La Paz,,--,--,--,,SI,SI,SI,SI
,San Javier,La Población,,--,--,--,,--,--,SI,--
,San Javier,La Ramada,--,,--,--,--,,--,SI,
CORDOBA,San Javier,,--,--,--,,--,--,--,SI,--
CORDOBA,,Las Chacras,--,--,,SI,--,--,,,--
,San Javier,Las Tapias,--,,--,--,SI,,--,SI,
,San Javier,Loma Bola,,,--,--,,,--,SI,
CORDOBA,San Javier,,--,--,--,,SI,SI,SI,,--
CORDOBA,,,SI,--,,,SI,SI,,,--
CORDOBA,San Javier,Los Molles,,--,--,--,,--,--,SI,
,San Javier,Los Romeros,,,--,--,,,--,SI,--
,COMUNA 10,VILLA REAL,SI,,SI,SI,SI,,SI,SI,SI
CORDOBA,General San Martín,Chazón,,SI,--,--,,SI,SI,,--
CORDOBA,,Etruria,SI,SI,,--,SI,SI,,--,
CORDOBA,,,SI,--,--,,SI,SI,SI,--,
,General San Martín,La Palestina,,,--,--,,,SI,,--
,General San Martín,La Playosa,SI,,--,--,SI,,--,SI,SI
,General San Martín,Las Mojarras,--,,--,--,SI,,--,--,
CORDOBA,General San Martín,Luca,,--,--,--,,--,SI,--,
CABA,,,SI,SI,,,SI,SI,,,SI
CORDOBA,San Javier,,--,--,--,,SI,--,SI,SI,--
CORDOBA,,,--,--,,,--,--,,SI,--
CORDOBA,,Quebrada de los Pozos,--,--,,--,--,--,,SI,
,San Javier,San Javier y Yacanto,,,--,--,,,SI,,--
,San Javier,San José,--,,--,--,SI,,SI,,--
CORDOBA,,Villa de las Rosas,--,--,,--,SI,SI,,SI,
CABA,,,SI,SI,,,SI,SI,SI,SI,SI
ENTRE RIOS,Gualeguaychú,General Almada,,--,--,--,,--,SI,,--
,Gualeguaychú,Gilbert,,,--,--,SI,,SI,--,--
ENTRE RIOS,Gualeguaychú,,SI,SI,SI,,SI,SI,SI,SI,
ENTRE RIOS,,Irazusta,--,--,,--,--,--,,--,--
ENTRE RIOS,,Larroque,SI,--,,SI,SI,SI,,SI,--
ENTRE RIOS,,,--,--,,,--,--,,,--
,General Viamonte,Los Toldos,SI,,SI,SI,SI,,SI,SI,--
,General Viamonte,San Emilio,,,--,--,,,--,--,
BUENOS AIRES,General Viamonte,,--,--,--,,--,--,,,--
BUENOS AIRES,,Banderaló,--,--,,--,SI,SI,,,SI
BUENOS AIRES,,,--,--,,,SI,--,,--,--
BUENOS AIRES,,Coronel Charlone,SI,--,,SI,SI,SI,,--,
,General Villegas,Emilio V. Bunge,,,--,--,,,SI,--,SI
,General Villegas,General Villegas (Est. Villegas),SI,,--,SI,SI,,SI,,SI
,General Villegas,Massey (Est. Elordi),--,,--,--,,,--,--,
BUENOS AIRES,General Villegas,Pichincha,,--,--,--,,--,--,--,SI
BUENOS AIRES,,Piedritas,SI,--,,SI,SI,SI,,,SI
BUENOS AIRES,General Villegas,,--,--,--,,SI,--,SI,--,--
BUENOS AIRES,General Villegas,Santa Regina,,SI,--,--,,--,SI,--,
,José C. Paz,Tortuguitas,,,--,--,,,--,--,
BUENOS AIRES,,Agustín Roca,--,--,,SI,SI,--,,,--
BUENOS AIRES,,,--,--,,,SI,SI,,,--
,Junín,Balneario Laguna de Gómez,--,,--,--,SI,,--,SI,
